brokertitle,type,beds,bath,propertysqft,administrative_area_level_2,latitude,longitude,price,status,borough,bed_bath_ratio
Brokered by Corcoran Brooklyn Heights,Multi-family home for sale,6,3,2184.207862,United States,40.697795,-73.995861,6999000,Pending,Brooklyn,2.0
Brokered by RE MAX Edge,House for sale,5,2,1974.0,United States,40.6174718,-73.9231114,875000,Pending,Brooklyn,2.5
Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,5,2,2184.207862,United States,40.6862289,-73.9364224,995000,Pending,Brooklyn,2.5
Brokered by E Realty International Corp,Condo for sale,1,1,559.0,New York,40.7523131,-73.8324302,409000,Pending,Queens,1.0
other,Condo for sale,4,2,2183.0,United States,40.7408109,-73.998475,5100000,Pending,Manhattan,2.0
other,House for sale,3,2,2184.207862,United States,40.5791234,-73.9613152,1175000,Pending,Brooklyn,1.5
Brokered by Serhant,Condo for sale,2,1,1107.0,New York,40.7213959,-73.9430921,1465000,Pending,Brooklyn,2.0
other,Condo for sale,2,2,1030.0,New York,40.7627559,-73.8168695,699000,Pending,Queens,1.0
other,House for sale,4,3,3510.0,United States,40.6063914,-73.9020181,2599000,Pending,Brooklyn,1.3333333333333333
Brokered by Keller Williams Rlty Landmark,Multi-family home for sale,12,6,2184.207862,United States,40.7000145,-73.9010076,950000,Pending,Queens,2.0
Brokered by RE MAX Real Estate Professionals,House for sale,3,2,1650.0,United States,40.6242186,-74.0088847,1525000,Pending,Brooklyn,1.5
Brokered by COMPASS,Co-op for sale,1,1,2184.207862,New York,40.777093,-73.956552,450000,Pending,Manhattan,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.7272797,-73.8163427,338000,Pending,Queens,2.0
other,Condo for sale,3,4,4412.0,United States,40.7449246,-73.9836051,7995000,Pending,Manhattan,0.75
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1,1,2184.207862,New York,40.7459915,-73.9956777,875000,Pending,Manhattan,1.0
other,Co-op for sale,3,1,2184.207862,New York,40.7048447,-73.8022389,142500,Pending,Queens,3.0
Brokered by EXP Realty,Co-op for sale,2,1,2184.207862,United States,40.7272034,-73.8471901,388000,Pending,Queens,2.0
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.747844,-74.00189,995000,Pending,Manhattan,1.0
Brokered by Corcoran East Side,Condo for sale,4,2,1847.0,New York,40.8101077,-73.9546373,2350000,Pending,Manhattan,2.0
Brokered by Corcoran East Side,Condo for sale,2,2,1882.0,New York,40.752444,-73.982986,4780000,Pending,Manhattan,1.0
Brokered by EXP Realty,Co-op for sale,1,1,2184.207862,New York,40.7282899,-73.8472,279000,Pending,Queens,1.0
other,Multi-family home for sale,3,3,2184.207862,United States,40.6793322,-73.8130504,699000,Pending,Queens,1.0
Brokered by COMPASS,Co-op for sale,1,1,2184.207862,New York,40.7517899,-73.88467,399000,Pending,Queens,1.0
Brokered by Keller Williams Rlty Landmark,Co-op for sale,2,2,2184.207862,New York,40.726843,-73.85458,369888,Pending,Queens,1.0
other,House for sale,2,1,800.0,United States,40.594453,-74.1889609,499999,Pending,Staten Island,2.0
other,House for sale,5,3,496.0,United States,40.8679701,-73.836565,549000,Pending,Bronx,1.6666666666666667
other,Multi-family home for sale,4,2,2184.207862,United States,40.7234054,-73.8154612,1285000,Pending,Queens,2.0
Brokered by Corcoran East Side,Condo for sale,2,2,2184.207862,New York,40.7630485,-73.9776229,1100000,Pending,Manhattan,1.0
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3,3,2184.207862,New York,40.7719215,-73.9650839,3795000,Pending,Manhattan,1.0
other,Condo for sale,1,1,750.0,New York,40.655858,-73.9377831,199999,Pending,Brooklyn,1.0
other,House for sale,6,6,5600.0,United States,40.5856353,-74.1068594,2050000,Pending,Staten Island,1.0
Brokered by Winzone Realty Inc,Co-op for sale,3,2,1200.0,New York,40.7367277,-73.8586765,420000,Pending,Queens,1.5
Brokered by COMPASS,Condo for sale,3,4,2367.0,New York,40.7412267,-73.9987741,8950000,Pending,Manhattan,0.75
Brokered by Douglas Elliman  -111 Fifth Ave,House for sale,3,2,2184.207862,United States,40.674276,-73.9626129,2975000,Pending,Brooklyn,1.5
other,Townhouse for sale,3,2,1875.0,United States,40.7318932,-73.8001903,925000,Pending,Queens,1.5
Brokered by Keller Williams NYC,Co-op for sale,1,1,2184.207862,New York,40.6915357,-73.9956516,680000,Pending,Brooklyn,1.0
Brokered by Corcoran East Side,Co-op for sale,3,3,1950.0,New York,40.7851745,-73.9538945,1999000,Pending,Manhattan,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.7041499,-73.83371,259000,Pending,Queens,2.0
other,Co-op for sale,2,2,1200.0,New York,40.8455961,-73.8264218,320000,Pending,Bronx,1.0
other,House for sale,3,2,2184.207862,United States,40.6743844,-73.8184378,750000,Pending,Queens,1.5
Brokered by RE MAX Edge,House for sale,5,4,1802.0,11214,40.5957485,-73.9862201,799000,Pending,Brooklyn,1.25
other,Multi-family home for sale,5,3,2184.207862,United States,40.7600366,-73.8692081,1380000,Pending,Queens,1.6666666666666667
other,Townhouse for sale,2,2,2184.207862,United States,40.6850187,-73.7977904,528000,Pending,Queens,1.0
other,Co-op for sale,1,1,792.0,New York,40.6680599,-73.8497,220000,Pending,Queens,1.0
other,Townhouse for sale,3,2,2000.0,United States,40.6315943,-73.9376928,860000,Pending,Brooklyn,1.5
other,Multi-family home for sale,3,8,3480.0,United States,40.5801478,-73.9835836,1085000,Pending,Brooklyn,0.375
other,House for sale,7,4,3632.0,United States,40.8180374,-73.9436858,2295000,Pending,Manhattan,1.75
Brokered by Corcoran Brooklyn Heights,Condo for sale,1,1,943.0,New York,40.6870254,-74.0004951,750000,Pending,Brooklyn,1.0
Brokered by RE MAX Edge,House for sale,3,2,1152.0,United States,40.6219834,-74.073006,579999,Pending,Staten Island,1.5
other,House for sale,3,2,1383.0,United States,40.5725396,-74.1007568,855000,Pending,Staten Island,1.5
other,House for sale,3,2,2250.0,United States,40.57372,-73.8577786,1175000,Pending,Queens,1.5
other,House for sale,4,2,2476.0,United States,40.6006101,-74.1671861,949000,Pending,Staten Island,2.0
other,Co-op for sale,1,1,750.0,New York,40.5986758,-73.9325474,250000,Pending,Brooklyn,1.0
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2,2,2184.207862,New York,40.74958,-73.9790355,1150000,Pending,Manhattan,1.0
other,House for sale,3,2,1065.0,United States,40.7693375,-73.7854318,768000,Pending,Queens,1.5
other,House for sale,4,1,1040.0,United States,40.6165347,-74.1507186,749000,Pending,Staten Island,4.0
other,Multi-family home for sale,3,2,1928.0,United States,40.5142085,-74.2505102,1100000,Pending,Staten Island,1.5
other,Co-op for sale,1,1,750.0,New York,40.7986646,-73.9678976,600000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,700.0,New York,40.7467649,-73.976998,560000,Pending,Manhattan,1.0
other,Co-op for sale,2,1,978.0,United States,40.546573,-74.213449,489000,Contingent,Staten Island,2.0
Brokered by Corcoran East Side,Co-op for sale,2,2,800.0,New York,40.7887084,-73.9700091,740000,Pending,Manhattan,1.0
other,Condo for sale,2,2,993.0,New York,40.6689793,-73.8476549,329900,Pending,Queens,1.0
other,Co-op for sale,1,1,625.0,New York,40.8344985,-73.8605246,165000,Pending,Bronx,1.0
Brokered by COMPASS,Condo for sale,2,2,1111.0,New York,40.7208528,-73.9609091,2500000,Pending,Brooklyn,1.0
Brokered by RE MAX Edge,Co-op for sale,3,2,1444.0,United States,40.5712145,-74.1132944,675000,Pending,Staten Island,1.5
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3,2,2184.207862,New York,40.7464683,-73.9872992,3649000,Pending,Manhattan,1.5
other,Condo for sale,3,2,1286.0,New York,40.6085756,-74.1610387,434900,Pending,Staten Island,1.5
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7942107,-73.9761618,1595000,Pending,Manhattan,1.0
Brokered by Winzone Realty Inc,Condo for sale,1,1,712.0,New York,40.7472923,-73.902194,550000,Pending,Queens,1.0
other,Multi-family home for sale,3,3,2184.207862,United States,40.690647,-73.9431579,1350000,Pending,Brooklyn,1.0
other,House for sale,5,3,1800.0,United States,40.6336127,-73.9276041,799000,Pending,Brooklyn,1.6666666666666667
other,House for sale,6,6,2184.207862,United States,40.6093711,-73.9025693,2759000,Pending,Brooklyn,1.0
other,House for sale,4,2,1355.0,United States,40.6824809,-73.7279494,594900,Pending,Queens,2.0
Brokered by COMPASS,Condo for sale,3,2,1287.0,New York,40.6925905,-73.9849373,1250000,Pending,Brooklyn,1.5
Brokered by COMPASS,Townhouse for sale,8,7,4952.0,United States,40.8239685,-73.9470302,3500000,Pending,Manhattan,1.1428571428571428
other,Multi-family home for sale,8,2,2988.0,United States,40.718209,-73.775417,1458888,Pending,Queens,4.0
other,House for sale,7,2,5130.0,10304,40.5956171,-74.1144559,6800000,Pending,Staten Island,3.5
other,Townhouse for sale,2,2,1354.0,United States,40.5646084,-74.184535,548000,Pending,Staten Island,1.0
other,Co-op for sale,2,2,2184.207862,New York,40.8890553,-73.9033819,325000,Pending,Bronx,1.0
other,Condo for sale,2,1,729.0,New York,40.6612226,-73.9525371,594900,Pending,Brooklyn,2.0
other,Co-op for sale,1,1,800.0,New York,40.7735711,-73.9481587,650000,Pending,Manhattan,1.0
other,Condo for sale,2,2,1054.0,New York,40.6275896,-74.0016198,838000,Pending,Brooklyn,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7670999,-73.7274399,229999,Pending,Queens,1.0
other,House for sale,4,4,3300.0,United States,40.8580056,-73.8365535,1200000,Pending,Bronx,1.0
other,Co-op for sale,2,2,2184.207862,New York,40.7438639,-73.8745722,430000,Pending,Queens,1.0
Brokered by COMPASS,Townhouse for sale,4,2,3700.0,United States,40.6820656,-73.9903833,7400000,Pending,Brooklyn,2.0
other,Co-op for sale,1,1,750.0,New York,40.7115099,-73.82872,228500,Pending,Queens,1.0
other,House for sale,4,2,2184.207862,United States,40.7646585,-73.780903,899000,Pending,Queens,2.0
Brokered by Winzone Realty Inc,Condo for sale,3,2,2184.207862,New York,40.7536461,-73.8313843,655000,Pending,Queens,1.5
other,Land for sale,3,2,2184.207862,United States,40.7051444,-73.8030054,2999999,Pending,Queens,1.5
other,Co-op for sale,1,1,2184.207862,New York,40.7513972,-73.8824773,437500,Pending,Queens,1.0
Brokered by Winzone Realty Inc,Condo for sale,1,1,571.0,New York,40.7440779,-73.9118986,499000,Pending,Queens,1.0
Brokered by Winzone Realty Inc,House for sale,3,2,2184.207862,United States,40.8109146,-73.853921,1300000,Pending,Bronx,1.5
other,Co-op for sale,1,1,665.0,New York,40.8709037,-73.9155681,324900,Pending,Manhattan,1.0
other,Land for sale,3,2,2184.207862,United States,40.575138,-74.090531,348000,Pending,Staten Island,1.5
Brokered by Winzone Realty Inc,Co-op for sale,3,2,1350.0,New York,40.7607942,-73.8258766,535000,Pending,Queens,1.5
Brokered by COMPASS,Condo for sale,1,1,791.0,New York,40.7804721,-73.9871434,990000,Pending,Manhattan,1.0
Brokered by COMPASS,Condo for sale,1,1,665.0,New York,40.811152,-73.9451209,649000,Pending,Manhattan,1.0
NoBroker,Co-op for sale,6,2,3958.0,United States,40.6178184,-74.0151165,4800000,Pending,Brooklyn,3.0
other,House for sale,3,2,1600.0,United States,40.6334425,-73.9402186,735000,Pending,Brooklyn,1.5
other,Condo for sale,1,1,684.0,New York,40.7946644,-73.8473931,418000,Pending,Queens,1.0
other,Co-op for sale,2,2,2184.207862,New York,40.769433,-73.9683331,3300000,Pending,Manhattan,1.0
Brokered by EXP Realty,Co-op for sale,1,1,900.0,New York,40.7097347,-73.8188287,228888,Pending,Queens,1.0
Brokered by COMPASS,Co-op for sale,1,2,1150.0,New York,40.7614157,-73.9599761,999000,Pending,Manhattan,0.5
Brokered by Keller Williams NYC,Co-op for sale,3,1,2184.207862,New York,40.731183,-73.857622,150000,Pending,Queens,3.0
other,Co-op for sale,2,2,1200.0,New York,40.724514,-73.8458441,549000,Pending,Queens,1.0
other,House for sale,3,2,2184.207862,United States,40.6214608,-73.905805,639000,Pending,Brooklyn,1.5
other,House for sale,5,4,2184.207862,United States,40.6502862,-73.9343518,920000,Pending,Brooklyn,1.25
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,1,1,773.0,New York,40.7574596,-73.9793586,1000000,Pending,Manhattan,1.0
Brokered by Winzone Realty Inc,Condo for sale,2,2,739.0,New York,40.72843,-73.81141,595000,Pending,Queens,1.0
other,Co-op for sale,1,1,750.0,New York,40.5764319,-73.9643613,289000,Pending,Brooklyn,1.0
other,House for sale,3,2,950.0,United States,40.7739766,-73.8070988,1228000,Pending,Queens,1.5
other,House for sale,3,2,1785.0,United States,40.8086679,-73.857282,589000,Pending,Bronx,1.5
Brokered by Brown Harris Stevens,Condo for sale,2,2,1005.0,New York,40.856444,-73.9377616,850000,Pending,Manhattan,1.0
Brokered by Exp Realty,Multi-family home for sale,5,3,3327.0,United States,40.8959505,-73.859572,750000,Pending,Bronx,1.6666666666666667
Brokered by Keller Williams NYC,Condo for sale,2,2,1666.0,New York,40.715351,-74.0128441,4999000,Pending,Manhattan,1.0
Brokered by Exp Realty,House for sale,4,4,2060.0,United States,40.7884912,-73.8515778,950000,Pending,Queens,1.0
other,Land for sale,3,2,2184.207862,United States,40.699454,-73.924234,549000,Pending,Brooklyn,1.5
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,1,1,910.0,New York,40.7244239,-73.8511076,339000,Pending,Queens,1.0
other,House for sale,4,2,3000.0,United States,40.5247627,-74.1681035,1495000,Pending,Staten Island,2.0
Brokered by Exp Realty,Townhouse for sale,3,2,1638.0,United States,40.8454501,-73.8209766,650000,Pending,Bronx,1.5
other,Condo for sale,3,2,1773.0,New York,40.810446,-73.943187,1795000,Pending,Manhattan,1.5
other,Co-op for sale,2,1,850.0,New York,40.8789773,-73.916004,259900,Pending,Bronx,2.0
other,Condo for sale,1,1,625.0,New York,40.7267732,-74.002538,215000,Pending,Manhattan,1.0
other,Condo for sale,3,2,2184.207862,New York,40.7407971,-73.9021337,825000,Pending,Queens,1.5
other,House for sale,3,4,2750.0,United States,40.577846,-73.946577,2235000,Pending,Brooklyn,0.75
Brokered by Corcoran Park Slope,Multi-family home for sale,3,4,5170.0,United States,40.6298549,-74.0197658,2925000,Pending,Brooklyn,0.75
other,House for sale,2,2,1808.0,United States,40.5383835,-74.1433088,589000,Pending,Staten Island,1.0
other,House for sale,3,2,2184.207862,United States,40.64539,-73.8897652,699000,Pending,Brooklyn,1.5
other,House for sale,4,3,2200.0,United States,40.618445,-73.9043606,1325000,Pending,Brooklyn,1.3333333333333333
other,Condo for sale,2,1,789.0,United States,40.8396335,-73.8563772,215000,Pending,Bronx,2.0
Brokered by Corcoran East Side,Co-op for sale,4,2,2184.207862,New York,40.7942368,-73.9726525,2695000,Pending,Manhattan,2.0
other,Co-op for sale,3,2,2300.0,New York,40.7840425,-73.9833243,4000000,Pending,Manhattan,1.5
Brokered by Serhant,Condo for sale,7,10,17545.0,United States,40.7663935,-73.9809909,195000000,Pending,Manhattan,0.7
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,5,4,2184.207862,United States,40.7807845,-73.979261,4150000,Pending,Manhattan,1.25
other,Multi-family home for sale,3,2,4100.0,United States,40.8079404,-73.942354,2500000,Pending,Manhattan,1.5
Brokered by Serhant,Townhouse for sale,4,3,1960.0,United States,40.727846,-73.720774,899000,Pending,Queens,1.3333333333333333
other,Co-op for sale,2,1,2184.207862,New York,40.7807824,-73.7743544,329000,Pending,Queens,2.0
other,Townhouse for sale,14,7,6375.0,United States,40.8426571,-73.8884167,1500000,Pending,Bronx,2.0
Brokered by E Realty International Corp,House for sale,4,4,5150.0,United States,40.7932103,-73.8161976,2480000,Pending,Queens,1.0
Brokered by Corcoran Park Slope,Co-op for sale,2,2,2184.207862,United States,40.652842,-73.974441,1995000,Pending,Brooklyn,1.0
other,House for sale,3,3,2100.0,United States,40.5786182,-73.9420211,1500000,Pending,Brooklyn,1.0
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,6,8,2184.207862,New York,40.7753111,-73.9603272,15000000,Pending,Manhattan,0.75
other,Co-op for sale,3,2,1100.0,United States,40.7322223,-73.8588845,568888,Pending,Queens,1.5
other,Co-op for sale,3,1,2184.207862,New York,40.7497074,-73.9859244,399000,Pending,Manhattan,3.0
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,1,1,750.0,New York,40.7306353,-73.8276823,278000,Pending,Queens,1.0
other,Land for sale,3,2,2184.207862,United States,40.541076,-74.1706195,225000,Pending,Staten Island,1.5
Brokered by Corcoran East Side,Co-op for sale,2,1,2184.207862,New York,40.7887084,-73.9700091,740000,Pending,Manhattan,2.0
other,Condo for sale,2,2,1253.0,New York,40.5828044,-73.8210807,568000,Pending,Queens,1.0
Brokered by Serhant,Condo for sale,1,1,713.0,New York,40.7147947,-74.0064392,1195000,Pending,Manhattan,1.0
other,Multi-family home for sale,9,6,3519.0,United States,40.583514,-73.9738903,1499000,Pending,Brooklyn,1.5
Brokered by Keller Williams Rlty Landmark,House for sale,3,2,2184.207862,United States,40.7291225,-73.8672746,825000,Pending,Queens,1.5
Brokered by Keller Williams NYC,Condo for sale,2,2,1294.0,New York,40.7631464,-73.9610896,1675000,Pending,Manhattan,1.0
Brokered by Brown Harris Stevens,Co-op for sale,3,2,1265.0,New York,40.7957847,-73.9498024,1950000,Pending,Manhattan,1.5
other,Condo for sale,1,1,525.0,New York,40.8808246,-73.9173093,299900,Pending,Bronx,1.0
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,3,4,2539.0,New York,40.7022,-73.990838,5925000,Pending,Brooklyn,0.75
Brokered by Brown Harris Stevens,Co-op for sale,2,2,2184.207862,New York,40.734217,-73.9946151,2495000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,2184.207862,United States,40.7325379,-73.8601516,295000,Pending,Queens,1.0
Brokered by COMPASS,Condo for sale,3,1,474.0,New York,40.7253082,-74.005407,700000,Pending,Manhattan,3.0
other,Multi-family home for sale,8,4,2184.207862,United States,40.6880649,-73.7919272,838000,Pending,Queens,2.0
other,Townhouse for sale,6,6,6000.0,United States,40.8229141,-73.9460622,3500000,Pending,Manhattan,1.0
other,Townhouse for sale,6,2,6800.0,United States,40.7704277,-73.9609013,13650000,Pending,Manhattan,3.0
Brokered by Keller Williams NYC,Condo for sale,2,2,889.0,New York,40.8037811,-73.9462459,695000,Pending,Manhattan,1.0
other,Co-op for sale,3,1,2184.207862,New York,40.7371253,-73.9806613,378023,Pending,Manhattan,3.0
other,House for sale,3,2,1208.0,United States,40.6892122,-73.8634426,599000,Pending,Queens,1.5
other,House for sale,3,2,1309.0,United States,40.6174291,-73.9615134,929000,Pending,Brooklyn,1.5
Brokered by Corcoran Park Avenue South,Condo for sale,1,2,890.0,New York,40.7598542,-73.9874427,1100000,Pending,Manhattan,0.5
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,3,2,803.0,United States,40.6967268,-73.9074036,655000,Pending,Brooklyn,1.5
